rating,title,text,date
5,(No title),👌🏻Excellent 👍🏻,2026-06-16
5,(No title),good,2026-06-16
4,(No title),sometimes too many notifications. we can't get back money from groww after trading period. otherwise easy to use and theme is minimal and good,2026-06-16
5,(No title),nice interface. easy to use and follow stocks,2026-06-16
5,(No title),nice,2026-06-16
5,(No title),wow,2026-06-16
5,(No title),👍,2026-06-16
2,(No title),Not opening,2026-06-16
5,(No title),all ok,2026-06-16
5,(No title),good od,2026-06-16
5,(No title),best apps only mutual funds,2026-06-16
5,(No title),good apps,2026-06-16
5,(No title),very good groww,2026-06-16
5,(No title),good 👍,2026-06-16
5,(No title),ok,2026-06-16
4,(No title),trusted and reliable,2026-06-16
5,(No title),good,2026-06-16
5,(No title),good,2026-06-16
4,(No title),best app,2026-06-16
5,(No title),good,2026-06-16
5,(No title),happy to safe,2026-06-16
5,(No title),nice app,2026-06-16
5,(No title),superb,2026-06-16
4,(No title),Good 👍,2026-06-16
4,(No title),"Dear Groww Tea, This is requested to you please ad an option in this app to switch account as of now every time I need to logout and again login this will reset all chart settings. so add a feature that just one click switch account and all settings remaining same for a user if he handle their family account.",2026-06-16
5,(No title),बहोत अच्छा है groww,2026-06-16
5,(No title),good 👍,2026-06-16
5,(No title),bast app for stock,2026-06-16
5,(No title),good,2026-06-16
5,(No title),nice🤩,2026-06-16
5,(No title),excellent,2026-06-16
5,(No title),good,2026-06-16
1,(No title),why grow app slow down today,2026-06-16
5,(No title),nice,2026-06-16
4,(No title),good,2026-06-16
5,(No title),Excellent,2026-06-16
5,(No title),good,2026-06-16
5,(No title),very good 👍,2026-06-16
5,(No title),some adavance features can be added in app but now it's working very nice achievements 😀,2026-06-16
5,(No title),nice,2026-06-16
5,(No title),goodbapp,2026-06-16
5,(No title),helpful,2026-06-16
5,(No title),good,2026-06-16
4,(No title),good,2026-06-16
5,(No title),good,2026-06-16
5,(No title),good,2026-06-16
5,(No title),👍,2026-06-16
5,(No title),ok,2026-06-16
5,(No title),gud,2026-06-16
5,(No title),good,2026-06-16
5,(No title),"Everything is Good, Can you guys please add trade from Index Chart, like Angelone , Due to fear i avoid entry on my level and later chases it and end up losing unnecessarily, Auto entry will solve this issue of thousands such individuals, can you please do it, I don't want to shift to other platform . It's a request please do it .",2026-06-16
5,(No title),great for beginners,2026-06-16
5,(No title),it's best and easy to use while compare to other apps,2026-06-16
5,(No title),Best app for new investor.,2026-06-16
5,(No title),very good 👍,2026-06-16
4,(No title),it is a great app for beginners it is very simple to use but their brokerage charge is more higher than some other apps,2026-06-16
5,(No title),super app,2026-06-16
5,(No title),outstanding broker ... easy to use and there is also simple interference. there is no extra taxes instead of order tax ... all is good experience... ☺️,2026-06-16
5,(No title),wonderful place,2026-06-16
5,(No title),best app for trading,2026-06-16
5,(No title),superb,2026-06-16
1,(No title),This app totally fake 🤣 💯,2026-06-16
5,(No title),super,2026-06-16
5,(No title),Nice 👍,2026-06-16
5,(No title),perfect app for investment,2026-06-16
5,(No title),good application for long term holders,2026-06-16
4,(No title),slow speed,2026-06-16
4,(No title),Investment ka sahi tarika,2026-06-16
2,(No title),The app is user-friendly but the brokege is very high compared to the competition. brokege should come down to 10 Rs per lot. don't go for this app.,2026-06-16
5,(No title),very good app,2026-06-16
5,(No title),nice,2026-06-16
5,(No title),ok,2026-06-16
5,(No title),excellent application,2026-06-16
5,(No title),ok,2026-06-16
5,(No title),Really great app,2026-06-16
5,(No title),"F&o advise start koraga to achha Hota. for many brokerage company Jaisa angel one, choice, motilal oswal etc advise recommendation korta ha.",2026-06-16
5,(No title),outstanding App,2026-06-16
5,(No title),good,2026-06-16
4,(No title),"brokerage charges high , but app's ui and features are awesome 😎",2026-06-16
5,(No title),super,2026-06-16
5,(No title),ok,2026-06-16
5,(No title),good,2026-06-16
5,(No title),very good 👍🏻,2026-06-16
5,(No title),bahut hi accha platform hai partime income ka,2026-06-16
5,(No title),l love ❤️🫶🫶,2026-06-16
5,(No title),good,2026-06-16
5,(No title),❤️,2026-06-16
5,(No title),They are providing better relationship with market ...All the best,2026-06-16
3,(No title),High brokerage,2026-06-16
5,(No title),super 👍,2026-06-16
4,(No title),nice 👍,2026-06-16
5,(No title),awesome grow apps and very much for your support,2026-06-16
5,(No title),nice,2026-06-16
5,(No title),asan app.. charges jada,2026-06-16
4,(No title),great interface of the app and good experience with the information about trades and stocks and mutual funds.,2026-06-16
3,(No title),good for trading and easily withdraw,2026-06-16
5,(No title),awesome application,2026-06-16
5,(No title),good 😊,2026-06-16
4,(No title),I think all are good,2026-06-16
5,(No title),👍 సూపర్,2026-06-16
5,(No title),very good and speedy platform,2026-06-16
3,(No title),good,2026-06-16
1,(No title),bad,2026-06-16
5,(No title),best for beginners,2026-06-16
5,(No title),nice,2026-06-16
5,(No title),good app,2026-06-16
5,(No title),excellent 👍👍👍👌,2026-06-16
5,(No title),The groww experience is amazing,2026-06-16
5,(No title),good,2026-06-16
1,(No title),very bad,2026-06-16
5,(No title),EXCELLENT,2026-06-16
5,(No title),good outcome frome there esy app,2026-06-16
4,(No title),Good 👍🏻,2026-06-16
2,(No title),I'm unable to change the Index in the scalper mode. The option was there before the update.,2026-06-16
5,(No title),awesome application,2026-06-16
5,(No title),good,2026-06-16
5,(No title),good 👍😊,2026-06-16
4,(No title),go with gro if u really wanna grow,2026-06-16
5,(No title),good,2026-06-16
1,(No title),very bad experience my muje mere paise nikalna par mere account me nhi aaya,2026-06-16
5,(No title),awesome 👍,2026-06-16
5,(No title),superb,2026-06-16
5,(No title),very good,2026-06-16
1,(No title),when new less amount charged now add extra many charges,2026-06-16
4,(No title),good,2026-06-16
5,(No title),it's a nice path to grow money.,2026-06-16
5,(No title),very good and simple app,2026-06-16
5,(No title),good,2026-06-15
5,(No title),Awsome wonderful ...number onr,2026-06-15
1,(No title),order processing is very bad . the set target or stop-loss everytime gives loss,2026-06-15
5,(No title),nice 🙂,2026-06-15
5,(No title),ok,2026-06-15
5,(No title),Good,2026-06-15
5,(No title),Best information and procedures,2026-06-15
5,(No title),✌️,2026-06-15
5,(No title),I love it,2026-06-15
5,(No title),UI is easy to understand and very simple to navigate. rest is no glitches or downtimes observed,2026-06-15
4,(No title),good,2026-06-15
5,(No title),good service 👍,2026-06-15
5,(No title),good Job,2026-06-15
5,(No title),very Good,2026-06-15
5,(No title),love,2026-06-15
5,(No title),best,2026-06-15
5,(No title),best 🥰,2026-06-15
1,(No title),I can't download this app much money I in vest here,2026-06-15
5,(No title),good,2026-06-15
5,(No title),good,2026-06-15
5,(No title),ok,2026-06-15
1,(No title),brokerage charge ka samjh nhi aata hai kabhi 14 rupees to kabhi 20 aur kabhi 35 kat leta hai aur extra charge bhi bahut hai aise me beginner ke liye ye aap thik nhi hai agar brokerage charge fix ho to app thik hai nhi to sabse bekar app hai,2026-06-15
5,(No title),good,2026-06-15
5,(No title),good 👍,2026-06-15
5,(No title),nice,2026-06-15
5,(No title),Good 👍,2026-06-15
5,(No title),nice app,2026-06-15
1,(No title),external Mutual Fund not updated since 6 months,2026-06-15
5,(No title),very nice app,2026-06-15
5,(No title),👍 good,2026-06-15
3,(No title),is it it's a bug or it's normal every time I open app first it's loading then i have to refresh it in full network,2026-06-15
5,(No title),very nice app,2026-06-15
5,(No title),Great,2026-06-15
5,(No title),good platform 👍,2026-06-15
5,(No title),very good,2026-06-15
5,(No title),"There is always scope for improvement. Citizens' money is safe with Grow and safely transacted too, this issue needs tobe reassured again and again. Other technical improvements can also be thought of to make experience fast but easy.",2026-06-15
4,(No title),awesome,2026-06-15
5,(No title),very good,2026-06-15
5,(No title),User friendly and good for beginners who want to start their investment journey.,2026-06-15
4,(No title),Great app,2026-06-15
5,(No title),great work,2026-06-15
5,(No title),groww has a good features to purchase shares,2026-06-15
1,(No title),Groww is now giving a lot of wrong information due to glitch due to which both we investors and traders are suffering losses.,2026-06-15
5,(No title),Good investment app,2026-06-15
5,(No title),"Being an indian who doesn't want to invest in stocks? but the main issue is, every indian invests here, but every one gets worried about the broker commission, and here lies the main reason why you should invest in GROWW it's free and it takes low brokerage.",2026-06-15
4,(No title),this is best apo,2026-06-15
1,(No title),please give full screen ipad view,2026-06-15
5,(No title),nothing to say 😉,2026-06-15
5,(No title),super,2026-06-15
5,(No title),very nice experience easy to use,2026-06-15
5,(No title),better,2026-06-15
5,(No title),nice app,2026-06-15
1,(No title),pathetic customer service,2026-06-15
5,(No title),very good,2026-06-15
5,(No title),👍,2026-06-15
5,(No title),well done,2026-06-15
5,(No title),ekadam badhiya nice application,2026-06-15
5,(No title),superb service,2026-06-15
5,(No title),good,2026-06-15
5,(No title),ಸೂಪರ್ app ❤️❤️❤️,2026-06-15
5,(No title),it's very easy and very trusted. Thank you Groww.,2026-06-15
5,(No title),best app for investment decision,2026-06-15
5,(No title),good,2026-06-15
5,(No title),good,2026-06-15
5,(No title),nice,2026-06-15
5,(No title),good 👍👍,2026-06-15
5,(No title),nice,2026-06-15
5,(No title),nice,2026-06-15
5,(No title),The Bonds holding should be shown in another section and not with the stock holdings,2026-06-15
5,(No title),good,2026-06-15
5,(No title),sahi hai,2026-06-15
1,(No title),Please dont invest this app My 1000Rs Change Kat liye 😭😭😭,2026-06-15
5,(No title),brokeege jyada hai,2026-06-15
5,(No title),ok,2026-06-15
5,(No title),excellent trading and investing app.hope gift share features in few months .,2026-06-15
5,(No title),nice,2026-06-15
5,(No title),bond invested price is showing as returned price and hence my overall returns is incorrectly shown,2026-06-15
5,(No title),great 👍 app,2026-06-15
1,(No title),very bad app extra charge le raha ha bhot jayda charge ha finally very bed charge system,2026-06-15
5,(No title),best app ever ... u should add multiple accounts options in your app so that one person can manage his/her family accounts,2026-06-15
5,(No title),excellent,2026-06-15
5,(No title),excellent,2026-06-15
2,(No title),when I'm planning to sell things in delivery then why is it automatically changed into intra day who asked your bloody algorithm to do this ? sometimes this app really pisses me off. like why?,2026-06-15
5,(No title),I like the app. It's very easy to use and navigate. I liked UX.,2026-06-15
5,(No title),very nice 👍,2026-06-15
2,(No title),",👍",2026-06-15
5,(No title),good,2026-06-15
5,(No title),Superb,2026-06-15
5,(No title),goooood,2026-06-15
5,(No title),सुपर सर्विस,2026-06-15
5,(No title),good,2026-06-15
5,(No title),best app for investment,2026-06-15
5,(No title),Smooth,2026-06-15
5,(No title),I want f&o treade,2026-06-15
5,(No title),good,2026-06-15
5,(No title),best app,2026-06-15
4,(No title),very good,2026-06-15
5,(No title),Good,2026-06-15
5,(No title),good,2026-06-15
1,(No title),horrible experience zerodha is much more better than this app.,2026-06-15
5,(No title),Great Experience,2026-06-15
5,(No title),nice,2026-06-15
5,(No title),"eazey trading,🥰",2026-06-15
5,(No title),love ❤️,2026-06-15
5,(No title),very good,2026-06-15
5,(No title),good,2026-06-15
5,(No title),👍 investment,2026-06-15
5,(No title),very nice 👍,2026-06-15
5,(No title),share market ke liye Sahi platform hai,2026-06-15
5,(No title),good,2026-06-15
5,(No title),good,2026-06-15
3,(No title),slow performance,2026-06-15
5,(No title),v good,2026-06-15
5,(No title),good,2026-06-15
5,(No title),"Very Awesome aap for SIP , Trading , Investing etc.",2026-06-15
1,(No title),very bad problem Entry exit by groww even though stop loss is not hit or we have proof,2026-06-15
5,(No title),good,2026-06-15
5,(No title),Very good,2026-06-15
5,(No title),Earlier it was working very well but now some problems have started arising.,2026-06-15
1,(No title),totally scam no doubt.fraud app in India .no star allowed,2026-06-15
5,(No title),good,2026-06-15
5,(No title),very good,2026-06-15
5,(No title),good,2026-06-15
1,(No title),brokerage charges very high,2026-06-15
5,(No title),very good 👍,2026-06-15
5,(No title),It is a very good platform to invest in and easy to learn and how to invest.,2026-06-15
5,(No title),nice app for trading easy functions deposit and withdraw is quick,2026-06-15
5,(No title),Good App,2026-06-15
5,(No title),excellent,2026-06-15
4,(No title),ok,2026-06-15
5,(No title),good 👍,2026-06-15
5,(No title),good,2026-06-15
5,(No title),very good 👍,2026-06-15
5,(No title),good service,2026-06-15
4,(No title),Good one,2026-06-15
5,(No title),Great,2026-06-15
4,(No title),easy to understand and easy to use,2026-06-15
5,(No title),very nice app,2026-06-15
5,(No title),thik hai,2026-06-15
5,(No title),😊,2026-06-15
5,(No title),acha hai 🥱,2026-06-15
5,(No title),very good 👍,2026-06-15
5,(No title),ok,2026-06-15
5,(No title),good,2026-06-15
3,(No title),need to update live chart indicator or live news,2026-06-15
5,(No title),veri best,2026-06-15
5,(No title),very nice 💯,2026-06-15
4,(No title),more beter for laptop,2026-06-15
5,(No title),Good,2026-06-15
5,(No title),Nice app. good job 👍,2026-06-15
5,(No title),easy and friendly.. interface,2026-06-15
5,(No title),Thank you,2026-06-15
5,(No title),good app,2026-06-15
5,(No title),need more easy way to tecnical analysis,2026-06-15
5,(No title),very good app,2026-06-15
5,(No title),अच्छा है ।,2026-06-15
4,(No title),"rxr, वर्क डब्लू से कम वाले है ना कि यह नहीं आ",2026-06-15
5,(No title),friendly accessible app,2026-06-15
5,(No title),very nice,2026-06-15
5,(No title),better,2026-06-14
5,(No title),excellent,2026-06-14
1,(No title),worst,2026-06-14
1,(No title),"""MTF charges and interest charges are very high. Charges are deducted separately without proper clarity. My pledged ETFs were sold and multiple charges were applied. Customer support did not explain clearly. Very disappointed with the experience. Please improve transparency in MTF charges and deductions.separate saparete charges duckk",2026-06-14
5,(No title),good,2026-06-14
5,(No title),nice 👍,2026-06-14
5,(No title),good 👍,2026-06-14
1,(No title),"Bhai groww app mera paisa kha rh h, pehle apne App p balance mangta h then investment krta h stocks me. I had some Rs. grow balance...kuch din baad khud he show krne lga ki mere bank account me send kr diya...but 15 june ho aj tk mera paisa ni Mila.... complaint krne p bolte h humne to send kr diya.Mei toh apni sari investment he close kru ab..Darr lg rha h, isse acha toh Bank FD he h, atleast aise chori ni krte. Scam Hai Groww. I had high hopes, dreams to do my own investment, u r harassing me",2026-06-14
5,(No title),nice,2026-06-14
5,(No title),good 👍🏻,2026-06-14
5,(No title),good working,2026-06-14
5,(No title),बेस्ट एप है,2026-06-14
5,(No title),exlent app,2026-06-14
5,(No title),good 👍,2026-06-14
5,(No title),Best,2026-06-14
5,(No title),good,2026-06-14
3,(No title),good app,2026-06-14
1,(No title),pathetic,2026-06-14
5,(No title),love you,2026-06-14
5,(No title),v good,2026-06-14
5,(No title),good,2026-06-14
5,(No title),good,2026-06-14
4,(No title),"The app is really made simple and easy Kudos to that Groww team, but the major issue that I face is from Groww Search. When I search for MFs it always shows me very less funds and if I want to search for specific fund I have to type full name of it. Where as on other apps like Coin, if i type some terms all MFs having that term in the title come up in the results. It will be very helpful for users if Groww solves this problem.",2026-06-14
2,(No title),Last 2 month se jyada Laking ho rhi hai iss app me .... hang jyada ho rha hai... need to Improvement more and more.,2026-06-14
5,(No title),good with groww best experience 👌,2026-06-14
5,(No title),good 👍,2026-06-14
5,(No title),this aap is best for trading,2026-06-14
1,(No title),worst service,2026-06-14
5,(No title),India is number one group 👍💯😘,2026-06-14
5,(No title),my account is safe &time to time account information,2026-06-14
5,(No title),nice application,2026-06-14
1,(No title),bahut achcha app hai,2026-06-14
1,(No title),purfect aap 💯,2026-06-14
5,(No title),EXCELLENT APPLICATION MY OPINION,2026-06-14
5,(No title),super,2026-06-14
5,(No title),awesome for anyone invest,2026-06-14
5,(No title),good app,2026-06-14
1,(No title),very very bad 100/0 👎🏼👎🏼👎🏼,2026-06-14
5,(No title),The best app for beginners and primary customer who want to begin his journey in capital Market. i enjoy very much with this app . i grow with this grow app. thanks groww .,2026-06-14
5,(No title),nice 👍 e,2026-06-14
5,(No title),lovely,2026-06-14
5,(No title),ver nice app,2026-06-14
5,(No title),grow with groww,2026-06-14
1,(No title),broker charge very big,2026-06-14
5,(No title),nice,2026-06-14
5,(No title),super,2026-06-14
5,(No title),शानदार,2026-06-14
5,(No title),very simple and useful for all,2026-06-14
5,(No title),Good,2026-06-14
4,(No title),Good Experience,2026-06-14
5,(No title),super,2026-06-14
5,(No title),I love groww app,2026-06-14
5,(No title),iam joyous,2026-06-14
5,(No title),nice app ☺️,2026-06-14
5,(No title),good,2026-06-14
5,(No title),Good,2026-06-14
5,(No title),ok,2026-06-14
5,(No title),Good 👍,2026-06-14
5,(No title),"The system is very simple, after that there is no fun in anything else.",2026-06-14
5,(No title),good 👍,2026-06-14
5,(No title),good service and excellent work,2026-06-14
4,(No title),good,2026-06-14
5,(No title),nice,2026-06-14
5,(No title),Simple and easiest user interface,2026-06-14
5,(No title),good app,2026-06-14
5,(No title),kindly update in phone multiple screen option...,2026-06-14
5,(No title),very nice,2026-06-14
5,(No title),good,2026-06-14
1,(No title),"Lot size issue It is difficult to calculate the lot size in scalping to place an order as per risk reward ratio, it takes time and price moves away and can't place order. kindly fix it multiple times of lot size",2026-06-14
5,(No title),Good for investing.... thanks Groww,2026-06-14
4,(No title),good,2026-06-14
5,(No title),This is good app 😁😁👍👍,2026-06-14
5,(No title),ok,2026-06-14
5,(No title),good app,2026-06-14
5,(No title),good 😊,2026-06-14
5,(No title),great,2026-06-14
5,(No title),iam trusted 💯,2026-06-14
5,(No title),very good,2026-06-14
5,(No title),best,2026-06-14
5,(No title),good 👍,2026-06-14
5,(No title),very easy investment,2026-06-14
5,(No title),good 👍,2026-06-14
5,(No title),ok ✅,2026-06-14
4,(No title),ಗುಡ್,2026-06-14
5,(No title),good grow,2026-06-14
5,(No title),good,2026-06-14
5,(No title),Thank you grow up app,2026-06-14
5,(No title),I want to create history by doing sip and lumsum,2026-06-14
5,(No title),helpful🙏,2026-06-14
5,(No title),better than angel one,2026-06-13
5,(No title),good,2026-06-13
5,(No title),super,2026-06-13
5,(No title),good,2026-06-13
5,(No title),Easy to use so simple,2026-06-13
5,(No title),good sarives recenabul reats👍,2026-06-13
5,(No title),wow nice,2026-06-13
5,(No title),it is easy to use,2026-06-13
4,(No title),nc app,2026-06-13
5,(No title),ok groww Happy,2026-06-13
5,(No title),So Very Nice 👍🏻 I am very happy to be associated with this broker😊💓💕,2026-06-13
5,(No title),very convenient 👌,2026-06-13
5,(No title),very great app,2026-06-13
5,(No title),nice app,2026-06-13
5,(No title),good,2026-06-13
2,(No title),user inter face amazing new user's learn quickly this market but after Realize charges too much high and user shift another platforms im also shift 💔😡,2026-06-13
5,(No title),clear Fresh App bliul wealth grow,2026-06-13
5,(No title),new start is always great here..,2026-06-13
5,(No title),good,2026-06-13
5,(No title),good,2026-06-13
5,(No title),supper this application,2026-06-13
4,(No title),Interface is easily accessible,2026-06-13
5,(No title),good,2026-06-13
5,(No title),good,2026-06-13
4,(No title),Very usefull app for common men to use.,2026-06-13
1,(No title),"In don't know why it is india no: 1 Broker Always Withdraw Late it's take more over 24 Hours , Better To switch Other Broker Worst Experience Since 3years",2026-06-13
4,(No title),good for beginner,2026-06-13
1,(No title),suckers,2026-06-13
5,(No title),must used app,2026-06-13
5,(No title),this app is best and this app is very best stock marketing best app,2026-06-13
4,(No title),good,2026-06-13
2,(No title),I can see lots of slippage since the recent update... very slow with the order execution....now I have decided to move some other platform...earlier this used to be a good platform,2026-06-13
1,(No title),ग्रो कंपनी वालों की ज्यादा कमाई के कारण यह लोग बहुत ही मदहोश हैं स्टॉक खरीदने और बेचने का कोई अपडेट नहीं कर रहे हैं किसी का भी घमंड ज्यादा नहीं चलता है ध्यान रखना,2026-06-13
5,(No title),👍👍👍,2026-06-13
5,(No title),good,2026-06-13
5,(No title),good,2026-06-13
5,(No title),excellent,2026-06-13
5,(No title),It's a great app but still i need one feature in which I can filter only news stock in Intraday screener that will definitely help traders.,2026-06-13
5,(No title),nice,2026-06-13
5,(No title),good app,2026-06-13
5,(No title),best,2026-06-13
5,(No title),I'm new on this and I started SIP plus it is worth it and I'm a student,2026-06-13
4,(No title),this is app so good 😊,2026-06-13
5,(No title),very nice👌👌👌,2026-06-13
5,(No title),good,2026-06-13
5,(No title),Best broker in the Indian market,2026-06-13
5,(No title),Nice app 👍,2026-06-13
5,(No title),good,2026-06-13
5,(No title),good,2026-06-13
5,(No title),good,2026-06-13
5,(No title),bahut achcha app Hai yah hai na achcha app hai,2026-06-13
2,(No title),nice,2026-06-13
1,(No title),ये एप्प इतनी बढ़िया नहीं है। जब कोई समस्या आती है तो ये कस्टमर को कोई संतोषजनक जबाब नहीं देते। न खुद की कोई जबाबदेही समझते। टेक्निकल प्रॉब्लम की वजह से आपको अगर लॉस हो गया तो ये उसकी भरपाई नहीं करेंगे दूसरा अगर टेक्निकल इशू के कारण आपको प्रॉफिट हो गया तो वो ये लोग वापिस ले लेंगे। बहुत बार ऐसा हुआ है बग्स बहुत आते है इस प्लेटफार्म में। आगे और भी बहुत से इश्यूज है वो फिर कभी साझा करूंगा,2026-06-13
5,(No title),very good app,2026-06-13
5,(No title),Getting started was quick and completely stress-free.,2026-06-13
5,(No title),very good app go with it,2026-06-13
5,(No title),good,2026-06-13
5,(No title),good app,2026-06-13
5,(No title),bet services,2026-06-13
5,(No title),very nice,2026-06-13
5,(No title),nice app,2026-06-13
5,(No title),best app for Mark,2026-06-13
5,(No title),good 😊💯,2026-06-13
5,(No title),nice,2026-06-13
5,(No title),In the latest version 1 year chart has many noise . Previous version has 1 year chart smoother than this one . Please update this 1 year chart cause this has many noise,2026-06-13
5,(No title),best use,2026-06-13
5,(No title),good aap,2026-06-13
5,(No title),Good,2026-06-13
5,(No title),bast app,2026-06-13
5,(No title),👍,2026-06-13
1,(No title),"platform truly made for self profit not for their user, that's why they are not introducing ""KILL SWITCH"" like other platform to help trader to keep their earning safe. If they are introducing kill switch then their earning from brokarage become null..GOOD GROWW TEAM",2026-06-13
3,(No title),why can't you let us withdraw money from wallet on same day like at least till 2 lacs like how zerodha offering. what are you doing with the money in our wallet's.,2026-06-13
5,(No title),good,2026-06-13
5,(No title),good app very easy to use..,2026-06-13
5,(No title),super trading app,2026-06-13
4,(No title),ok,2026-06-13
5,(No title),very good App,2026-06-13
5,(No title),excellent,2026-06-13
5,(No title),redeem code app quize and earn,2026-06-13
5,(No title),bast groww app,2026-06-13
5,(No title),🔥,2026-06-13
5,(No title),nice,2026-06-13
5,(No title),super,2026-06-13
1,(No title),"very worst app again again asking money and negetive amount adding, there is no cancellation option for our investments very bad I'm very disappointed",2026-06-13
5,(No title),very good,2026-06-12
5,(No title),very easy to use,2026-06-12
5,(No title),good,2026-06-12
5,(No title),thank,2026-06-12
5,(No title),💗,2026-06-12
5,(No title),good,2026-06-12
1,(No title),"worst app ... due to install groww app, my phone continuously being hanged in every 5 min.",2026-06-12
5,(No title),good,2026-06-12
5,(No title),excellent performance,2026-06-12
5,(No title),super,2026-06-12
1,(No title),"big froud they are , don't try this app .",2026-06-12
4,(No title),ok,2026-06-12
5,(No title),COOL ❤❤❤😘😘😘,2026-06-12
1,(No title),compared to other apps to much expensive brokerage charged.. be alert and note. even we take one lot also taken high brokerage charges..be safe all. if you earn 1000 grow app share 400. finally you traded for grow app not for you .,2026-06-12
5,(No title),super,2026-06-12
4,(No title),good,2026-06-12
5,(No title),this app is good,2026-06-12
5,(No title),good👍,2026-06-12
5,(No title),good 😊,2026-06-12
5,(No title),only monthly sip deduct by Autopay. don't deduct unfortunately money.,2026-06-12
5,(No title),nice 👍,2026-06-12
5,(No title),nicely work,2026-06-12
5,(No title),only Rich person 😉,2026-06-12
5,(No title),bhai mujhe koi trading sikha hu bhai ❤️,2026-06-12
1,(No title),no support system for customer... very bad service... jb dekho bs ticket raise krte rhehte h... tickets kabhi resolve nhi hotti inse ... ab is comment k reply me bhi ticket no. puch rhe h🤣,2026-06-12
5,(No title),good 👍,2026-06-12
5,(No title),Very Simple to use,2026-06-12
1,(No title),"not interested, Unwsntef",2026-06-12
5,(No title),Thank You for Updating AI Search in the App.,2026-06-12
5,(No title),good,2026-06-12
5,(No title),good 👍😊,2026-06-12
5,(No title),very nice service,2026-06-12
4,(No title),User Friendly..,2026-06-12
5,(No title),best app,2026-06-12
5,(No title),good,2026-06-12
5,(No title),good,2026-06-12
5,(No title),good,2026-06-12
5,(No title),best app 👍👍,2026-06-12
5,(No title),nice app,2026-06-12
4,(No title),good 👍👍👍👍👍👍😊,2026-06-12
5,(No title),simple and friendly app,2026-06-12
4,(No title),most epic,2026-06-12
5,(No title),good app,2026-06-12
5,(No title),at least they don't use ai slop to formalise the update,2026-06-12
5,(No title),good,2026-06-12
5,(No title),excellent excellent,2026-06-12
5,(No title),best for groww 😊👍,2026-06-12
5,(No title),great,2026-06-12
5,(No title),good,2026-06-12
5,(No title),Ab banu ga amir🤣🤣,2026-06-12
5,(No title),nice,2026-06-12
5,(No title),Best Apps for Investment,2026-06-12
5,(No title),jindagi mein kabhi option trading mat karna,2026-06-12
3,(No title),good app,2026-06-12
4,(No title),Why are only five indicators available in the new update version?,2026-06-12
5,(No title),bahut theek hai,2026-06-12
5,(No title),nice app,2026-06-12
3,(No title),good,2026-06-12
5,(No title),good 😊,2026-06-12
5,(No title),❣️,2026-06-12
5,(No title),very nice,2026-06-12
5,(No title),best app h,2026-06-12
5,(No title),nice app,2026-06-12
5,(No title),Groww is best 👍🏻,2026-06-12
1,(No title),worst app in the world,2026-06-12
5,(No title),good,2026-06-12
5,(No title),Nice 👍,2026-06-12
1,(No title),bakwas,2026-06-12
5,(No title),good,2026-06-12
5,(No title),good,2026-06-12
5,(No title),Nice application.,2026-06-12
2,(No title),the app is good but charges are very high. 👎,2026-06-12
5,(No title),Met expectations but there is always space for improvement.,2026-06-12
5,(No title),it's is good,2026-06-12
5,(No title),good,2026-06-12
4,(No title),nic broker,2026-06-12
1,(No title),🚨 Groww is primarily a loan shark disguised as an investing platform. They will aggressively target people to take loans based on their trading patterns and won't stop until you take a loan. Beware!,2026-06-12
5,(No title),super app sir,2026-06-12
5,(No title),excellent,2026-06-12
5,(No title),good👍,2026-06-12
5,(No title),Best app for investing in Market,2026-06-12
5,(No title),good,2026-06-12
5,(No title),After using Groww every other broker apps feels hard and confusing to use.,2026-06-12
5,(No title),👍👍👍,2026-06-12
1,(No title),Worst app for trading. You set the sell target at 100 with profit and it will automatically execute it at 95 and bear loss. you will set buy at 100 and it will automatically trigger at 105 again bear loss. Next if u set the buy at the limit then it will never execute your order and wait till dead.,2026-06-12
3,(No title),kindly provide multi layout chart on groww app,2026-06-12
4,(No title),i like this app I have been using it for 3 years . I will recommend some additional features to be added 1) introduce options of adjusting watchlist as per user preferred where to place before watchlist no.3 or watchlist no 6. 2) while creating alert please add option to add notes of 10 - 15 words or 50 alphabets,2026-06-12
4,(No title),good day😊,2026-06-12
5,(No title),so simple,2026-06-12
5,(No title),good,2026-06-12
5,(No title),nice,2026-06-12
5,(No title),best,2026-06-12
5,(No title),very good,2026-06-12
5,(No title),Good,2026-06-12
5,(No title),good,2026-06-12
5,(No title),ok ji thik hai ji,2026-06-12
5,(No title),good experience. i am very happy 👍🙏,2026-06-12
5,(No title),nice and multiple use app,2026-06-12
5,(No title),🙂,2026-06-12
5,(No title),good app & simple U/I for new users,2026-06-12
5,(No title),good app for future investment.,2026-06-12
5,(No title),Good,2026-06-12
5,(No title),nice,2026-06-12
5,(No title),good,2026-06-12
5,(No title),supar dupar,2026-06-12
5,(No title),Good,2026-06-12
5,(No title),best,2026-06-12
5,(No title),wonderful,2026-06-12
5,(No title),Excellent app it's very useful for know about share market,2026-06-12
5,(No title),veri good,2026-06-12
5,(No title),good,2026-06-12
5,(No title),Very nice 👍,2026-06-12
4,(No title),this platform is super good for beginners,2026-06-12
5,(No title),स्थानिक भाषा में विवरण एवं छोटे निवेशको के हिसाबसे सही जानकारी दे,2026-06-12
5,(No title),good 👍,2026-06-12
4,(No title),good but little bit slow,2026-06-12
4,(No title),super,2026-06-12
4,(No title),ok,2026-06-12
3,(No title),very good,2026-06-12
5,(No title),"very efficient ,that's what groww is.",2026-06-12
